5000.09	382	0	0
5000.28	383	0	0
5000.29	384	0	0
5000.31	385	0	0
5000.7	386	0	0
5000.7	385	0	0
5000.88	384	0	0
5001.01	383	0	0
5000.09	344	0	0
5000.28	345	0	0
5000.29	346	0	0
5000.31	347	0	0
5000.7	348	0	0
5000.7	347	0	0
5000.88	346	0	0
5001.01	345	0	0
5000.09	300	1	0
5000.28	301	1	0
5000.29	302	1	0
5000.31	303	1	0
5000.7	304	1	0
5000.7	303	1	0
5000.88	302	1	0
5001.01	301	1	0
5000.09	268	0	0
5000.28	269	0	0
5000.29	270	0	0
5000.31	271	0	0
5000.7	272	0	0
5000.7	271	0	0
5000.88	270	0	0
5001.01	269	0	0
5000.09	233	0	0
5000.28	234	0	0
5000.29	235	0	0
5000.31	236	0	0
5000.7	237	0	0
5000.7	238	0	0
5000.88	237	0	0
5001.01	236	0	0
5000.09	214	1	0
5000.28	215	1	0
5000.29	216	1	0
5000.31	217	1	0
5000.7	218	1	0
5000.7	219	1	0
5000.88	218	1	0
5001.01	217	1	0
5000.09	203	1	0
5000.28	204	1	0
5000.29	205	1	0
5000.31	206	1	0
5000.7	207	1	0
5000.7	208	1	0
5000.88	207	1	0
5001.01	206	1	0
5000.09	190	1	0
5000.28	191	1	0
5000.29	192	1	0
5000.31	193	1	0
5000.7	194	1	0
5000.7	195	1	0
5000.88	194	1	0
5001.01	193	1	0
5000.09	180	2	0
5000.28	181	2	0
5000.29	182	2	0
5000.31	183	2	0
5000.7	184	2	0
5000.7	185	2	0
5000.88	184	2	0
5001.01	183	2	0
5000.09	196	2	0
5000.28	197	2	0
5000.29	198	2	0
5000.31	199	2	0
5000.7	200	2	0
5000.7	201	2	0
5000.88	200	2	0
5001.01	199	2	0
5000.09	196	6	0
5000.28	197	6	0
5000.29	198	6	0
5000.31	199	6	0
5000.7	200	6	0
5000.7	201	6	0
5000.88	200	6	0
5001.01	199	6	0
5000.09	200	4	0
5000.28	201	4	0
5000.29	202	4	0
5000.31	203	4	0
5000.7	204	4	0
5000.7	205	4	0
5000.88	204	4	0
5001.01	203	4	0
5000.09	191	3	0
5000.28	192	3	0
5000.29	193	3	0
5000.31	194	3	0
5000.7	195	3	0
5000.7	196	3	0
5000.88	195	3	0
5001.01	194	3	0
5000.09	182	2	0
5000.28	183	2	0
5000.29	184	2	0
5000.31	185	2	0
5000.7	186	2	0
5000.7	187	2	0
5000.88	186	2	0
5001.01	185	2	0
5000.09	177	3	0
5000.28	178	3	0
5000.29	179	3	0
5000.31	180	3	0
5000.7	181	3	0
5000.7	182	3	0
5000.88	181	3	0
5001.01	180	3	0
5000.09	177	2	0
5000.28	178	2	0
5000.29	179	2	0
5000.31	180	2	0
5000.7	181	2	0
5000.7	182	2	0
5000.88	181	2	0
5001.01	180	2	0
5000.09	180	0	0
5000.28	181	0	0
5000.29	182	0	0
5000.31	183	0	0
